Subject,Marks,Hours,Student_id,Year
Science,86.6,7.3,S13016,3
Maths,59.0,2.6,S13016,3
Language,70.7,2.4,S13017,3
Science,100.0,4.2,S13017,3
Maths,52.9,2.8,S13017,3
Language,70.9,2.5,S13018,4
Science,91.6,5.6,S13018,4
Maths,70.1,6.8,S13018,4
Language,80.9,1.7,S13019,3
Science,71.2,1.9,S13019,3
Maths,54.8,7.0,S13019,3
Language,70.8,2.9,S13020,2
Science,93.5,5.5,S13020,2
Maths,87.4,6.0,S13020,2
Language,79.8,1.7,S13021,2
Science,69.5,2.3,S13021,2
Maths,72.4,3.3,S13021,2
Language,70.6,2.3,S13022,2
Science,72.0,2.4,S13022,2
Maths,40.3,7.8,S13022,2
Language,72.5,2.7,S13023,4
Science,86.6,3.8,S13023,4
Maths,79.6,3.8,S13023,4
Language,67.8,2.0,S13024,3
Science,89.9,3.8,S13024,3
Maths,80.0,7.8,S13024,3
Language,78.0,1.9,S13025,3
Science,100.0,4.7,S13025,3
Maths,50.9,7.0,S13025,3
Language,64.4,2.0,S13026,1
Science,70.7,2.2,S13026,1
Maths,75.1,7.6,S13026,1
Language,69.9,2.4,S13027,1
Science,93.3,6.5,S13027,1
Maths,69.0,7.3,S13027,1
Language,85.0,1.3,S13028,3
Science,82.0,2.9,S13028,3
Maths,68.7,6.2,S13028,3
Language,79.4,1.6,S13029,3
Science,100.0,5.8,S13029,3
Maths,66.2,4.2,S13029,3
Language,68.2,2.2,S13030,3
Science,70.5,2.2,S13030,3
Maths,75.7,1.5,S13030,3
Language,81.8,1.0,S13031,4
Science,73.4,1.5,S13031,4
Maths,55.5,2.1,S13031,4
Language,74.9,1.5,S13032,3
Science,69.0,2.6,S13032,3
Maths,82.2,3.5,S13032,3
Language,86.4,1.2,S13033,1
Science,100.0,5.5,S13033,1
Maths,74.6,3.0,S13033,1
Language,68.1,2.5,S13034,4
Science,92.1,7.3,S13034,4
Maths,66.4,4.4,S13034,4
Language,79.7,1.5,S13035,3
Science,99.5,5.1,S13035,3
Maths,54.8,3.6,S13035,3
Language,72.6,2.3,S13036,1
Science,97.5,5.5,S13036,1
Maths,68.1,4.0,S13036,1
Language,76.7,1.4,S13037,4
Science,75.5,2.6,S13037,4
Maths,70.5,1.3,S13037,4
Language,79.3,1.3,S13038,3
Science,69.2,2.3,S13038,3
Maths,86.8,4.5,S13038,3
Language,74.5,1.6,S13039,3
Science,89.5,4.2,S13039,3
Maths,85.2,6.6,S13039,3
Language,74.1,2.3,S13040,3
Science,72.9,7.8,S13040,3
Maths,84.0,5.6,S13040,3
Language,76.8,1.6,S13041,4
Science,82.1,7.8,S13041,4
Maths,58.5,7.2,S13041,4
Language,77.0,1.5,S13042,1
Science,68.0,2.3,S13042,1
Maths,55.3,6.2,S13042,1
Language,75.7,1.4,S13043,1
Science,99.2,4.9,S13043,1
Maths,76.2,1.4,S13043,1
Language,72.7,2.1,S13044,2
Science,66.5,1.5,S13044,2
Maths,68.4,2.3,S13044,2
Language,82.0,2.1,S13045,3
Science,77.9,2.7,S13045,3
Maths,59.0,2.7,S13045,3
Language,66.0,2.8,S13046,2
Science,94.1,4.3,S13046,2
Maths,75.9,7.6,S13046,2
Language,76.3,1.5,S13047,2
Science,100.0,5.0,S13047,2
Maths,56.6,1.0,S13047,2
Language,75.1,1.5,S13048,1
Science,78.7,3.0,S13048,1
Maths,75.4,3.2,S13048,1
Language,76.1,1.9,S13049,4
Science,85.1,7.9,S13049,4
Maths,63.0,5.5,S13049,4
Language,76.8,1.1,S13050,4
Science,71.5,2.0,S13050,4
Maths,63.1,2.1,S13050,4
Language,75.9,2.3,S13051,1
Science,100.0,4.9,S13051,1
Maths,60.2,3.9,S13051,1
Language,74.7,1.3,S13052,4
Science,75.0,2.3,S13052,4
Maths,77.8,6.7,S13052,4
Language,83.3,1.8,S13053,2
Science,93.5,3.8,S13053,2
Maths,83.7,4.6,S13053,2
Language,70.0,2.9,S13054,3
Science,94.2,6.7,S13054,3
Maths,68.2,4.8,S13054,3
Language,74.6,2.1,S13055,1
Science,91.9,7.3,S13055,1
Maths,69.9,2.1,S13055,1
Language,72.8,1.7,S13056,3
Science,94.1,5.1,S13056,3
Maths,56.1,3.6,S13056,3
Language,86.3,1.6,S13057,4
Science,59.4,1.7,S13057,4
Maths,65.8,1.1,S13057,4
Language,78.7,1.0,S13058,3
Science,85.3,8.0,S13058,3
Maths,48.2,2.3,S13058,3
Language,76.9,2.1,S13059,4
Science,68.3,1.6,S13059,4
Maths,81.8,1.6,S13059,4
Language,75.5,2.7,S13060,4
Science,88.4,7.4,S13060,4
Maths,59.9,7.4,S13060,4
Language,79.1,1.5,S13061,2
Science,97.5,6.4,S13061,2
Maths,45.9,6.9,S13061,2
Language,68.6,2.6,S13062,4
Science,81.3,3.9,S13062,4
Maths,73.2,4.4,S13062,4
Language,68.8,2.0,S13063,2
Science,97.4,4.7,S13063,2
Maths,80.0,2.6,S13063,2
Language,70.4,2.3,S13064,2
Science,100.0,5.5,S13064,2
Maths,70.1,2.0,S13064,2
Language,69.7,2.8,S13065,2
Science,100.0,5.0,S13065,2
Maths,66.7,7.7,S13065,2
Language,64.9,2.0,S13066,1
Science,72.4,1.5,S13066,1
Maths,81.0,4.0,S13066,1
Language,73.9,2.8,S13067,1
Science,59.1,1.4,S13067,1
Maths,61.0,2.4,S13067,1
Language,79.1,2.8,S13068,4
Science,64.9,1.5,S13068,4
Maths,66.8,3.9,S13068,4
Language,78.5,1.7,S13069,2
Science,66.0,1.5,S13069,2
Maths,61.0,6.8,S13069,2
Language,71.2,2.9,S13070,1
Science,100.0,5.0,S13070,1
Maths,87.3,4.6,S13070,1
Language,76.2,1.4,S13071,2
Science,70.1,1.4,S13071,2
Maths,44.2,6.7,S13071,2
Language,80.9,1.5,S13072,3
Science,80.0,2.7,S13072,3
Maths,51.1,1.3,S13072,3
Language,76.6,1.1,S13073,3
Science,98.9,6.1,S13073,3
Maths,55.8,2.8,S13073,3
Language,79.9,1.9,S13074,3
Science,98.6,4.7,S13074,3
Maths,71.0,3.6,S13074,3
Language,82.9,1.2,S13075,4
Science,99.6,4.1,S13075,4
Maths,83.6,7.5,S13075,4
Language,74.7,1.6,S13076,2
Science,76.5,3.5,S13076,2
Maths,79.1,6.2,S13076,2
Language,75.5,2.6,S13077,3
Science,88.9,7.5,S13077,3
Maths,59.4,2.5,S13077,3
Language,79.7,2.4,S13078,1
Science,93.7,4.3,S13078,1
Maths,62.1,6.5,S13078,1
Language,73.3,2.6,S13079,3
Science,67.9,1.5,S13079,3
Maths,93.1,3.6,S13079,3
Language,79.4,1.1,S13080,3
Science,63.4,2.5,S13080,3
Maths,99.6,2.2,S13080,3
Language,78.8,1.5,S13081,3
Science,99.2,5.1,S13081,3
Maths,74.0,7.0,S13081,3
Language,83.1,2.9,S13082,4
Science,86.6,4.0,S13082,4
Maths,67.3,3.3,S13082,4
Language,66.2,3.0,S13083,1
Science,64.5,1.0,S13083,1
Maths,78.4,5.7,S13083,1
Language,86.0,1.7,S13084,2
Science,77.5,7.8,S13084,2
Maths,77.7,7.9,S13084,2
Language,76.1,1.6,S13085,1
Science,83.7,3.6,S13085,1
Maths,69.8,5.6,S13085,1
Language,72.5,2.0,S13086,2
Science,79.0,3.6,S13086,2
Maths,55.0,7.9,S13086,2
Language,76.2,2.8,S13087,4
Science,84.8,3.4,S13087,4
Maths,75.6,3.7,S13087,4
Language,67.8,2.4,S13088,4
Science,95.5,5.0,S13088,4
Maths,70.7,7.9,S13088,4
Language,70.6,2.8,S13089,4
Science,86.5,2.8,S13089,4
Maths,63.4,4.6,S13089,4
Language,89.2,1.2,S13090,4
Science,60.6,1.6,S13090,4
Maths,79.0,4.5,S13090,4
Language,62.7,2.4,S13091,2
Science,84.0,3.4,S13091,2
Maths,67.5,5.2,S13091,2
Language,79.8,1.0,S13092,3
Science,83.7,3.4,S13092,3
Maths,64.6,4.8,S13092,3
Language,66.7,2.7,S13093,2
Science,73.1,2.0,S13093,2
Maths,74.9,5.4,S13093,2
Language,71.3,2.4,S13094,1
Science,97.3,5.5,S13094,1
Maths,74.0,5.4,S13094,1
Language,66.1,2.8,S13095,4
Science,63.5,2.4,S13095,4
Maths,30.0,6.7,S13095,4
Language,68.6,2.6,S13096,4
Science,71.5,1.5,S13096,4
Maths,86.7,3.4,S13096,4
Language,75.7,2.9,S13097,1
Science,95.2,4.2,S13097,1
Maths,92.6,2.1,S13097,1
Language,78.6,1.9,S13098,2
Science,86.3,3.6,S13098,2
Maths,36.1,7.9,S13098,2
Language,79.3,1.4,S13099,3
Science,68.0,2.0,S13099,3
Maths,74.6,4.1,S13099,3
Language,75.8,3.0,S13100,3
Science,71.8,1.8,S13100,3
Maths,80.8,4.3,S13100,3
Language,76.4,1.4,S13101,1
Science,94.1,4.2,S13101,1
Maths,98.9,6.8,S13101,1
Language,83.7,1.5,S13102,3
Science,94.4,4.7,S13102,3
Maths,75.8,3.8,S13102,3
Language,73.1,2.7,S13103,2
Science,95.5,4.6,S13103,2
Maths,92.6,6.5,S13103,2
Language,73.0,2.4,S13104,2
Science,91.6,4.0,S13104,2
Maths,85.8,3.0,S13104,2
Language,79.2,1.1,S13105,1
Science,80.4,7.8,S13105,1
Maths,49.7,2.9,S13105,1
Language,76.0,1.1,S13106,2
Science,94.8,6.0,S13106,2
Maths,77.1,3.6,S13106,2
Language,63.5,2.9,S13107,4
Science,100.0,5.9,S13107,4
Maths,59.3,6.2,S13107,4
Language,73.1,2.8,S13108,1
Science,79.3,3.1,S13108,1
Maths,65.4,7.6,S13108,1
Language,69.6,2.9,S13109,2
Science,68.5,2.0,S13109,2
Maths,38.1,8.0,S13109,2
Language,84.2,2.0,S13110,1
Science,88.4,7.8,S13110,1
Maths,49.1,6.5,S13110,1
Language,73.9,1.2,S13111,3
Science,94.7,5.5,S13111,3
Maths,48.8,7.2,S13111,3
Language,66.6,1.7,S13112,2
Science,71.5,1.5,S13112,2
Maths,83.9,3.5,S13112,2
Language,76.0,1.6,S13113,4
Science,90.5,3.7,S13113,4
Maths,71.4,6.6,S13113,4
Language,68.4,2.9,S13114,2
Science,97.6,6.8,S13114,2
Maths,65.4,4.6,S13114,2
Language,72.6,1.4,S13115,1
Science,75.8,2.0,S13115,1
Maths,64.4,2.3,S13115,1
Language,67.2,2.8,S13116,1
Science,70.1,2.0,S13116,1
Maths,74.2,3.2,S13116,1
Language,78.5,1.1,S13117,2
Science,73.2,2.7,S13117,2
Maths,67.2,5.8,S13117,2
Language,76.2,2.7,S13118,4
Science,82.6,3.4,S13118,4
Maths,75.4,2.4,S13118,4
Language,68.5,1.7,S13119,4
Science,100.0,5.7,S13119,4
Maths,64.8,3.4,S13119,4
Language,84.8,1.9,S13120,4
Science,79.9,2.7,S13120,4
Maths,46.0,6.9,S13120,4
Language,74.4,2.9,S13121,1
Science,90.5,5.7,S13121,1
Maths,73.3,4.7,S13121,1
Language,68.9,1.3,S13122,2
Science,87.6,6.0,S13122,2
Maths,52.0,2.3,S13122,2
Language,80.4,1.9,S13123,3
Science,85.6,6.4,S13123,3
Maths,84.7,3.7,S13123,3
Language,68.5,1.6,S13124,1
Science,99.3,6.1,S13124,1
Maths,70.6,5.1,S13124,1
Language,73.9,1.4,S13125,4
Science,94.1,3.7,S13125,4
Maths,100.0,6.3,S13125,4
Language,77.2,1.4,S13126,2
Science,83.2,3.1,S13126,2
Maths,70.2,5.8,S13126,2
Language,78.5,2.5,S13127,4
Science,91.5,7.2,S13127,4
Maths,81.1,5.7,S13127,4
Language,72.2,2.5,S13128,3
Science,66.8,1.5,S13128,3
Maths,74.5,4.2,S13128,3
Language,73.4,2.2,S13129,4
Science,86.7,3.2,S13129,4
Maths,80.4,3.9,S13129,4
Language,68.4,2.8,S13130,4
Science,85.7,3.1,S13130,4
Maths,79.5,3.1,S13130,4
Language,78.6,1.7,S13131,3
Science,99.0,5.1,S13131,3
Maths,43.0,8.0,S13131,3
Language,82.8,1.3,S13132,2
Science,78.7,2.2,S13132,2
Maths,48.8,6.5,S13132,2
Language,73.9,1.8,S13133,1
Science,62.2,1.6,S13133,1
Maths,39.3,7.0,S13133,1
Language,80.5,2.6,S13134,2
Science,97.8,5.0,S13134,2
Maths,84.3,3.4,S13134,2
Language,79.7,2.2,S13135,3
Science,93.6,5.3,S13135,3
Maths,83.2,7.1,S13135,3
Language,76.9,1.3,S13136,4
Science,73.0,1.9,S13136,4
Maths,86.6,5.2,S13136,4
Language,73.2,1.9,S13137,2
Science,91.5,5.7,S13137,2
Maths,68.4,3.7,S13137,2
Language,78.6,2.2,S13138,1
Science,94.7,7.9,S13138,1
Maths,73.3,5.8,S13138,1
Language,76.5,1.3,S13139,3
Science,100.0,4.7,S13139,3
Maths,70.0,6.2,S13139,3
Language,64.4,2.9,S13140,2
Science,68.0,2.2,S13140,2
Maths,60.0,4.8,S13140,2
Language,74.5,2.4,S13141,1
Science,94.2,6.1,S13141,1
Maths,55.9,7.2,S13141,1
Language,68.7,2.0,S13142,3
Science,73.1,2.7,S13142,3
Maths,59.2,1.7,S13142,3
Language,71.9,2.6,S13143,1
Science,66.4,1.3,S13143,1
Maths,57.4,3.9,S13143,1
Language,81.3,1.6,S13144,3
Science,82.7,7.8,S13144,3
Maths,78.2,3.4,S13144,3
Language,79.8,2.6,S13145,4
Science,94.9,5.9,S13145,4
Maths,89.7,3.2,S13145,4
Language,87.3,2.0,S13146,2
Science,73.2,2.3,S13146,2
Maths,97.0,5.6,S13146,2
Language,73.5,1.5,S13147,1
Science,91.8,4.0,S13147,1
Maths,72.2,4.4,S13147,1
Language,78.5,1.4,S13148,3
Science,73.8,2.5,S13148,3
Maths,32.7,7.9,S13148,3
Language,75.0,2.3,S13149,1
Science,76.2,2.9,S13149,1
Maths,73.9,7.9,S13149,1
Language,80.4,2.2,S13150,1
Science,92.9,5.6,S13150,1
Maths,40.3,2.4,S13150,1
Language,70.0,2.2,S13151,2
Science,79.0,3.4,S13151,2
Maths,68.5,3.9,S13151,2
Language,77.3,1.4,S13152,4
Science,90.1,3.6,S13152,4
Maths,81.3,2.6,S13152,4
Language,80.7,1.9,S13153,1
Science,73.8,1.4,S13153,1
Maths,63.1,4.2,S13153,1
Language,76.6,1.6,S13154,3
Science,87.5,6.7,S13154,3
Maths,74.7,1.1,S13154,3
Language,79.1,1.4,S13155,3
Science,69.3,2.3,S13155,3
Maths,72.4,2.3,S13155,3
Language,80.8,1.8,S13156,4
Science,97.1,5.3,S13156,4
Maths,81.1,3.8,S13156,4
Language,79.2,1.2,S13157,3
Science,73.5,2.5,S13157,3
Maths,72.3,3.9,S13157,3
Language,76.5,1.1,S13158,4
Science,65.1,1.4,S13158,4
Maths,74.1,4.4,S13158,4
Language,79.2,1.7,S13159,3
Science,73.7,8.0,S13159,3
Maths,80.8,3.7,S13159,3
Language,63.9,1.4,S13160,2
Science,81.8,2.9,S13160,2
Maths,61.4,2.1,S13160,2
Language,69.6,1.1,S13161,1
Science,71.3,2.1,S13161,1
Maths,69.7,1.4,S13161,1
Language,73.2,2.4,S13162,2
Science,93.6,6.2,S13162,2
Maths,70.9,5.6,S13162,2
Language,73.7,2.5,S13163,1
Science,72.3,2.0,S13163,1
Maths,73.3,4.5,S13163,1
Language,70.3,2.9,S13164,1
Science,59.6,1.4,S13164,1
Maths,83.7,5.4,S13164,1
Language,74.3,1.3,S13165,1
Science,91.8,6.9,S13165,1
Maths,59.1,1.8,S13165,1
Language,74.9,1.2,S13166,2
Science,100.0,6.0,S13166,2
Maths,34.5,2.4,S13166,2
Language,74.1,1.9,S13167,1
Science,93.5,6.4,S13167,1
Maths,84.0,7.5,S13167,1
Language,80.5,1.5,S13168,2
Science,91.6,5.3,S13168,2
Maths,36.1,1.3,S13168,2
Language,79.3,2.5,S13169,4
Science,98.1,6.7,S13169,4
Maths,70.8,2.7,S13169,4
Language,72.1,1.9,S13170,3
Science,95.7,4.9,S13170,3
Maths,36.5,7.6,S13170,3
Language,77.8,2.3,S13171,3
Science,92.4,5.4,S13171,3
Maths,78.2,5.4,S13171,3
Language,75.7,1.9,S13172,1
Science,83.6,7.9,S13172,1
Maths,69.5,3.4,S13172,1
Language,79.2,1.5,S13173,2
Science,100.0,5.0,S13173,2
Maths,79.7,5.3,S13173,2
Language,73.5,2.2,S13174,3
Science,80.3,2.6,S13174,3
Maths,83.6,2.1,S13174,3
Language,75.8,1.1,S13175,2
Science,70.0,1.9,S13175,2
Maths,46.4,2.7,S13175,2
Language,85.7,1.3,S13176,2
Science,85.6,3.3,S13176,2
Maths,75.3,5.0,S13176,2
Language,77.1,1.2,S13177,1
Science,91.0,7.3,S13177,1
Maths,99.1,4.6,S13177,1
Language,87.0,1.8,S13178,3
Science,85.0,7.5,S13178,3
Maths,53.4,5.2,S13178,3
Language,74.8,2.3,S13179,1
Science,90.0,4.1,S13179,1
Maths,49.3,8.0,S13179,1
Language,83.7,1.1,S13180,1
Science,99.9,5.5,S13180,1
Maths,69.1,5.0,S13180,1
Language,87.6,1.2,S13181,3
Science,95.9,7.7,S13181,3
Maths,67.3,4.7,S13181,3
Language,78.5,1.1,S13182,3
Science,100.0,5.3,S13182,3
Maths,48.5,1.7,S13182,3
Language,75.0,2.1,S13183,4
Science,100.0,4.9,S13183,4
Maths,69.4,2.7,S13183,4
Language,80.6,2.8,S13184,4
Science,78.6,2.2,S13184,4
Maths,57.7,7.0,S13184,4
Language,73.2,2.7,S13185,2
Science,96.4,4.4,S13185,2
Maths,65.5,5.8,S13185,2
Language,71.2,1.6,S13186,3
Science,72.3,2.4,S13186,3
Maths,78.1,3.7,S13186,3
Language,72.9,2.3,S13187,4
Science,79.8,4.2,S13187,4
Maths,47.0,2.6,S13187,4
Language,87.3,1.8,S13188,2
Science,100.0,6.3,S13188,2
Maths,81.0,3.5,S13188,2
Language,78.8,2.9,S13189,2
Science,94.0,3.7,S13189,2
Maths,78.7,1.6,S13189,2
Language,71.3,2.9,S13190,2
Science,78.3,3.3,S13190,2
Maths,82.9,4.0,S13190,2
Language,76.6,1.9,S13191,4
Science,79.8,7.9,S13191,4
Maths,64.7,2.3,S13191,4
Language,72.9,2.4,S13192,3
Science,66.8,2.0,S13192,3
Maths,72.3,4.0,S13192,3
Language,86.6,1.3,S13193,1
Science,74.9,2.8,S13193,1
Maths,73.1,5.1,S13193,1
Language,73.3,2.2,S13194,2
Science,85.8,3.9,S13194,2
Maths,55.3,3.3,S13194,2
Language,79.7,1.8,S13195,4
Science,93.9,6.6,S13195,4
Maths,64.1,4.5,S13195,4
Language,78.9,1.6,S13196,4
Science,100.0,4.3,S13196,4
Maths,84.1,5.7,S13196,4
Language,81.6,1.0,S13197,1
Science,96.3,4.7,S13197,1
Maths,74.0,4.7,S13197,1
Language,81.2,2.5,S13198,1
Science,89.5,4.4,S13198,1
Maths,66.6,4.1,S13198,1
Language,69.0,1.7,S13199,4
Science,100.0,5.5,S13199,4
Maths,95.1,4.0,S13199,4
Language,85.3,1.3,S13200,3
Science,86.9,7.2,S13200,3
Maths,76.7,5.9,S13200,3
Language,75.3,1.5,S13201,1
Science,85.0,3.2,S13201,1
Maths,68.4,5.5,S13201,1
Language,68.2,2.2,S13202,4
Science,94.7,4.1,S13202,4
Maths,87.0,5.4,S13202,4
Language,79.8,1.6,S13203,1
Science,100.0,6.4,S13203,1
Maths,68.3,4.2,S13203,1
Language,73.2,2.9,S13204,3
Science,95.1,5.0,S13204,3
Maths,54.5,2.2,S13204,3
Language,68.0,3.0,S13205,2
Science,97.7,6.0,S13205,2
Maths,60.1,4.7,S13205,2
Language,75.3,2.7,S13206,1
Science,77.6,2.5,S13206,1
Maths,86.6,5.5,S13206,1
Language,77.4,1.8,S13207,3
Science,64.8,1.3,S13207,3
Maths,76.8,6.0,S13207,3
Language,68.8,2.2,S13208,4
Science,93.8,7.0,S13208,4
Maths,91.3,4.3,S13208,4
Language,73.0,2.6,S13209,1
Science,100.0,5.5,S13209,1
Maths,78.9,1.7,S13209,1
Language,71.8,1.5,S13210,1
Science,87.5,7.3,S13210,1
Maths,58.7,6.6,S13210,1
Language,71.3,2.6,S13211,4
Science,91.7,6.6,S13211,4
Maths,65.2,2.8,S13211,4
Language,77.2,2.5,S13212,2
Science,93.9,4.7,S13212,2
Maths,61.0,6.6,S13212,2
Language,65.6,2.1,S13213,4
Science,87.9,7.6,S13213,4
Maths,58.6,6.6,S13213,4
Language,74.9,2.5,S13214,1
Science,83.6,2.7,S13214,1
Maths,66.1,2.3,S13214,1
Language,81.3,1.4,S13215,4
Science,92.5,5.3,S13215,4
Maths,73.2,4.7,S13215,4
Language,76.6,1.6,S13216,3
Science,94.9,5.1,S13216,3
Maths,37.6,1.3,S13216,3
Language,76.5,1.1,S13217,4
Science,67.7,1.9,S13217,4
Maths,55.5,6.6,S13217,4
Language,80.2,1.9,S13218,1
Science,82.8,3.6,S13218,1
Maths,78.4,2.1,S13218,1
Language,68.9,1.1,S13219,4
Science,100.0,5.4,S13219,4
Maths,84.8,5.4,S13219,4
Language,64.8,1.7,S13220,2
Science,98.6,5.9,S13220,2
Maths,77.3,5.1,S13220,2
Language,69.7,2.4,S13221,4
Science,94.5,3.6,S13221,4
Maths,53.3,6.7,S13221,4
Language,78.8,2.0,S13222,2
Science,75.1,2.6,S13222,2
Maths,74.3,2.8,S13222,2
Language,68.7,2.9,S13223,3
Science,73.0,2.5,S13223,3
Maths,69.2,7.8,S13223,3
Language,72.4,2.2,S13224,2
Science,91.2,6.4,S13224,2
Maths,61.3,2.6,S13224,2
Language,74.5,2.4,S13225,4
Science,76.6,2.5,S13225,4
Maths,71.0,7.1,S13225,4
Language,72.2,2.9,S13226,1
Science,100.0,5.1,S13226,1
Maths,61.8,3.6,S13226,1
Language,82.7,1.5,S13227,2
Science,93.6,4.4,S13227,2
Maths,37.5,7.7,S13227,2
Language,77.0,2.7,S13228,3
Science,84.9,7.5,S13228,3
Maths,44.4,7.6,S13228,3
Language,82.8,1.1,S13229,2
Science,69.8,2.0,S13229,2
Maths,67.8,7.0,S13229,2
Language,73.5,1.9,S13230,2
Science,90.1,5.4,S13230,2
Maths,50.1,2.2,S13230,2
Language,78.4,2.6,S13231,2
Science,61.1,1.7,S13231,2
Maths,75.3,6.6,S13231,2
Language,78.5,1.8,S13232,3
Science,62.0,1.1,S13232,3
Maths,70.0,1.1,S13232,3
Language,83.1,1.6,S13233,4
Science,100.0,4.5,S13233,4
Maths,72.3,4.4,S13233,4
Language,72.1,2.2,S13234,2
Science,99.2,5.9,S13234,2
Maths,51.6,7.0,S13234,2
Language,64.2,3.0,S13235,2
Science,82.1,7.9,S13235,2
Maths,59.8,4.1,S13235,2
Language,72.5,2.2,S13236,1
Science,94.0,6.9,S13236,1
Maths,60.1,1.7,S13236,1
Language,76.5,1.1,S13237,3
Science,85.7,3.7,S13237,3
Maths,78.9,5.9,S13237,3
Language,77.4,1.6,S13238,2
Science,88.1,6.8,S13238,2
Maths,83.2,3.9,S13238,2
Language,73.2,2.6,S13239,3
Science,74.1,2.4,S13239,3
Maths,86.2,6.2,S13239,3
Language,76.0,2.0,S13240,2
Science,88.8,4.4,S13240,2
Maths,55.2,4.6,S13240,2
Language,64.6,2.0,S13241,4
Science,96.7,4.6,S13241,4
Maths,66.5,2.9,S13241,4
Language,81.8,2.1,S13242,4
Science,100.0,5.1,S13242,4
Maths,58.9,2.2,S13242,4
Language,74.4,1.9,S13243,2
Science,61.4,1.4,S13243,2
Maths,76.0,7.4,S13243,2
Language,78.4,1.3,S13244,4
Science,69.5,2.3,S13244,4
Maths,59.6,7.6,S13244,4
Language,69.8,2.9,S13245,2
Science,85.6,3.7,S13245,2
Maths,69.3,4.5,S13245,2
Language,84.2,1.4,S13246,4
Science,88.9,7.1,S13246,4
Maths,52.5,1.3,S13246,4
Language,70.2,2.2,S13247,1
Science,87.4,3.5,S13247,1
Maths,71.5,1.7,S13247,1
Language,72.4,2.2,S13248,1
Science,69.5,2.2,S13248,1
Maths,76.6,2.2,S13248,1
Language,88.1,1.4,S13249,1
Science,81.1,7.9,S13249,1
Maths,57.5,1.8,S13249,1
Language,74.3,2.2,S13250,3
Science,88.8,7.6,S13250,3
Maths,75.0,4.1,S13250,3
Language,58.7,2.4,S13251,3
Science,88.6,3.6,S13251,3
Maths,46.5,5.2,S13251,3
Language,74.1,1.6,S13252,1
Science,82.5,5.8,S13252,1
Maths,47.6,6.4,S13252,1
Language,76.2,3.0,S13253,3
Science,86.5,6.9,S13253,3
Maths,68.8,3.2,S13253,3
Language,77.6,1.9,S13254,4
Science,92.6,7.0,S13254,4
Maths,36.1,2.9,S13254,4
Language,82.4,1.2,S13255,2
Science,98.1,5.8,S13255,2
Maths,66.2,5.5,S13255,2
Language,73.8,2.6,S13256,2
Science,82.7,8.0,S13256,2
Maths,71.6,7.0,S13256,2
Language,82.0,1.8,S13257,2
Science,98.6,6.1,S13257,2
Maths,80.9,6.6,S13257,2
Language,76.3,1.9,S13258,1
Science,73.9,2.9,S13258,1
Maths,74.6,3.7,S13258,1
Language,71.2,2.6,S13259,3
Science,97.9,4.8,S13259,3
Maths,72.3,3.0,S13259,3
Language,78.4,2.0,S13260,4
Science,62.2,1.3,S13260,4
Maths,76.3,5.8,S13260,4
Language,72.9,1.1,S13261,4
Science,95.2,4.5,S13261,4
Maths,64.9,4.6,S13261,4
Language,64.0,2.9,S13262,1
Science,81.7,2.7,S13262,1
Maths,72.0,1.9,S13262,1
Language,79.4,2.2,S13263,4
Science,66.4,1.3,S13263,4
Maths,78.9,7.7,S13263,4
Language,69.4,2.2,S13264,4
Science,64.4,2.2,S13264,4
Maths,46.1,6.1,S13264,4
Language,81.7,1.3,S13265,4
Science,64.3,1.5,S13265,4
Maths,77.3,3.4,S13265,4
Language,85.2,1.6,S13266,4
Science,86.2,7.1,S13266,4
Maths,44.0,2.3,S13266,4
Language,76.8,3.0,S13267,3
Science,81.0,3.1,S13267,3
Maths,56.5,2.1,S13267,3
Language,84.8,1.1,S13268,4
Science,96.6,4.2,S13268,4
Maths,96.9,5.7,S13268,4
Language,77.2,2.2,S13269,2
Science,93.3,5.7,S13269,2
Maths,66.7,4.1,S13269,2
Language,72.4,1.9,S13270,1
Science,77.3,2.1,S13270,1
Maths,70.5,2.8,S13270,1
Language,71.2,1.9,S13271,3
Science,99.7,6.0,S13271,3
Maths,57.0,7.9,S13271,3
Language,73.6,2.3,S13272,4
Science,93.1,7.5,S13272,4
Maths,63.4,6.8,S13272,4
Language,85.0,1.5,S13273,3
Science,76.3,3.5,S13273,3
Maths,87.5,3.7,S13273,3
Language,72.5,2.8,S13274,4
Science,84.3,2.9,S13274,4
Maths,57.5,4.3,S13274,4
Language,73.5,1.2,S13275,2
Science,100.0,4.8,S13275,2
Maths,62.3,3.2,S13275,2
Language,73.3,1.9,S13276,1
Science,98.0,4.8,S13276,1
Maths,71.1,7.1,S13276,1
Language,83.5,1.3,S13277,4
Science,99.0,5.6,S13277,4
Maths,82.3,7.2,S13277,4
Language,79.6,1.6,S13278,4
Science,96.2,5.4,S13278,4
Maths,74.1,1.0,S13278,4
Language,77.6,1.1,S13279,4
Science,62.3,1.0,S13279,4
Maths,56.4,7.3,S13279,4
Language,65.3,2.0,S13280,4
Science,80.1,2.7,S13280,4
Maths,59.5,6.7,S13280,4
Language,68.6,2.3,S13281,1
Science,80.1,1.7,S13281,1
Maths,70.0,6.2,S13281,1
Language,80.4,1.5,S13282,1
Science,76.9,7.9,S13282,1
Maths,55.3,2.5,S13282,1
Language,75.8,1.7,S13283,2
Science,86.2,7.9,S13283,2
Maths,46.0,1.0,S13283,2
Language,71.4,2.4,S13284,1
Science,82.7,3.4,S13284,1
Maths,56.3,6.4,S13284,1
